조사년도,학번,입학년월,졸업년월,취업구분,취업구분1,국내진학학교명/국내기업명,기업지역,기업구분,회사구분,전공일치여부
2020,201124529,20110322,201908,기타,미취업,,,,,
2020,201224412,20120322,201908,기타,미취업,,,,,
2020,201224439,20120322,201908,기타,미취업,,,,,
2020,201224531,20120322,201908,기타,미취업,,,,,
2020,201224537,20120322,201908,기타,미취업,,,,,
2020,201228174,20120322,201908,기타,미취업,,,,,
2020,201324404,20130342,201908,취업자(건보가입자),취업,한국재정정보원,서울,공공기관,한국재정정보원,Y
2020,201324410,20130342,201908,취업자(건보가입자),취업,실리콘웍스,서울,중소기업,실리콘웍스,Y
2020,201324438,20130342,201908,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2020,201324460,20130342,201908,취업자(건보가입자),취업,한전KDN,전남,공공기관,한전KDN,Y
2020,201324476,20130342,201908,취업자(건보가입자),취업,라인파이낸셜플러스,경기,중소기업,라인파이낸셜플러스,Y
2020,201324479,20130342,201908,취업자(건보가입자),취업,네이버,경기,대기업,네이버,Y
2020,201324481,20130342,201908,기타,미취업,,,,,
2020,201324504,20130342,201908,취업자(건보가입자),취업,KT,부산,대기업,KT,Y
2020,201324505,20130342,201908,기타,미취업,,,,,
2020,201324516,20130342,201908,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201324526,20130342,201908,취업자(건보가입자),취업,네이버클라우드,경기,대기업,네이버클라우드,Y
2020,201324528,20130342,201908,취업자(건보가입자),취업,하나금융티아이,서울,대기업,하나금융티아이,Y
2020,201324535,20130342,201908,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201324542,20130342,201908,취업자(건보가입자),취업,부산시청,부산,공공기관,부산시청,Y
2020,201324543,20130342,201908,취업자(건보가입자),취업,쿠팡,서울,대기업,쿠팡,Y
2020,201324544,20130342,201908,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201324549,20130342,201908,기타,미취업,,,,,
2020,201424401,20140332,201908,취업자(건보가입자),취업,해성DS,경남,중소기업,해성DS,Y
2020,201424433,20140332,201908,취업자(건보가입자),취업,한화시스템,서울,대기업,한화시스템,Y
2020,201424453,20140332,201908,취업자(건보가입자),취업,LG씨엔에스,서울,대기업,LG씨엔에스,Y
2020,201424497,20140332,201908,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201424525,20140332,201908,취업자(건보가입자),취업,케어닥,서울,중소기업,케어닥,Y
2020,201424538,20140332,201908,취업자(건보가입자),취업,한국수자원공사,경남,공공기관,한국수자원공사,Y
2020,201524454,20150322,201908,외국인,외국인,,,,,
2020,201524485,20150322,201908,취업자(건보가입자),취업,산업은행,경기,공공기관,산업은행,Y
2020,201524596,20150322,201908,취업자(건보가입자),취업,코스콤,서울,대기업,코스콤,Y
2020,201524643,20170322,201908,취업자(건보가입자),취업,한국전력기술,경북,공공기관,한국전력기술,Y
2020,201524646,20170322,201908,기타,미취업,,,,,
2020,201524652,20170322,201908,기타,미취업,,,,,
2020,201545832,20150322,201908,진학자(국내대학원),진학,포항공과대학교 대학원,,대학원,,
2020,201124477,20110322,201908,취업자(건보가입자),취업,금정구청,부산,공공기관,금정구청,Y
2020,201124405,20110322,202002,취업자(건보가입자),취업,한국전력공사,강원,공공기관,한국전력공사,Y
2020,201224408,20120322,202002,취업자(건보가입자),취업,네이버,경기,대기업,네이버,Y
2020,201224456,20120322,202002,기타,미취업,,,,,
2020,201224463,20120322,202002,취업자(건보가입자),취업,채티스,부산,중소기업,채티스,Y
2020,201224481,20120322,202002,취업자(건보가입자),취업,나비스오토모티브시스템즈,부산,중소기업,나비스오토모티브시스템즈,Y
2020,201224497,20120322,202002,기타,미취업,,,,,
2020,201224549,20120322,202002,기타,미취업,,,,,
2020,201324418,20130342,202002,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2020,201324429,20130342,202002,취업자(건보가입자),취업,엠제이비전테크,대구,중소기업,엠제이비전테크,Y
2020,201324430,20130342,202002,취업자(건보가입자),취업,콤웨어,서울,중소기업,콤웨어,Y
2020,201324432,20130342,202002,취업자(건보가입자),취업,인천국제공항공사,인천,공공기관,인천국제공항공사,Y
2020,201324435,20130342,202002,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2020,201324436,20130342,202002,취업자(건보가입자),취업,신한은행,서울,대기업,신한은행,Y
2020,201324442,20130342,202002,취업자(건보가입자),취업,,부산,직접입력,261하우스,Y
2020,201324445,20130342,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201324451,20130342,202002,취업자(건보가입자),취업,국가수리과학연구소,부산,공공기관,국가수리과학연구소,Y
2020,201324452,20130342,202002,취업자(건보가입자),취업,롯데정보통신,서울,대기업,롯데정보통신,Y
2020,201324456,20130342,202002,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2020,201324459,20130342,202002,취업자(건보가입자),취업,스필리언,서울,중소기업,스필리언,Y
2020,201324461,20130342,202002,기타,미취업,,,,,
2020,201324471,20130342,202002,기타,미취업,,,,,
2020,201324483,20130342,202002,기타,미취업,,,,,
2020,201324484,20130342,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201324485,20130342,202002,취업자(건보가입자),취업,LG전자,경남,대기업,LG전자,Y
2020,201324509,20130342,202002,기타,미취업,,,,,
2020,201324512,20130342,202002,취업자(건보가입자),취업,네이버클라우드,서울,대기업,네이버클라우드,Y
2020,201324531,20130342,202002,취업자(건보가입자),취업,한전KDN,울산,공공기관,한전KDN,Y
2020,201324538,20130342,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201324540,20130342,202002,취업자(건보가입자),취업,한전KDN,부산,공공기관,한전KDN,Y
2020,201345838,20130342,202002,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201424402,20140332,202002,취업자(건보가입자),취업,카사코리아,서울,중소기업,카사코리아,Y
2020,201424409,20140332,202002,기타,미취업,,,,,
2020,201424420,20140332,202002,취업자(건보가입자),취업,한국수자원공사,,공공기관,한국수자원공사,Y
2020,201424421,20140332,202002,진학자(국내대학원),진학,울산과학기술원 일반대학원,,대학원,,
2020,201424427,20140332,202002,취업자(건보가입자),취업,캠코,부산,공공기관,캠코,Y
2020,201424432,20140332,202002,기타,미취업,,,,,
2020,201424434,20140332,202002,취업자(건보가입자),취업,롯데정보통신,서울,대기업,롯데정보통신,Y
2020,201424440,20140332,202002,취업자(건보가입자),취업,수협은행,서울,중소기업,수협은행,Y
2020,201424441,20140332,202002,취업자(건보가입자),취업,,부산,직접입력,기타,Y
2020,201424463,20140332,202002,취업자(건보가입자),취업,한국남부발전,부산,공공기관,한국남부발전,Y
2020,201424470,20140332,202002,취업자(건보가입자),취업,부산은행,부산,대기업,부산은행,Y
2020,201424471,20140332,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201424474,20140332,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201424476,20140332,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201424479,20140332,202002,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2020,201424485,20140332,202002,취업자(건보가입자),취업,영화진흥위원회,부산,공공기관,영화진흥위원회,Y
2020,201424486,20140332,202002,취업자(건보가입자),취업,KT,서울,대기업,KT,Y
2020,201424488,20140332,202002,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2020,201424494,20140332,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201424496,20140332,202002,기타,미취업,,,,,
2020,201424519,20140332,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201424527,20140332,202002,기타,미취업,,,,,
2020,201424530,20140332,202002,취업자(건보가입자),취업,한국자산관리공사,부산,공공기관,한국자산관리공사,Y
2020,201424532,20140332,202002,취업자(건보가입자),취업,삼성디스플레이,경기,대기업,삼성디스플레이,Y
2020,201424533,20140332,202002,기타,미취업,,,,,
2020,201424552,20140332,202002,기타,미취업,,,,,
2020,201424558,20140332,202002,기타,미취업,,,,,
2020,201424572,20160322,202002,기타,미취업,,,,,
2020,201424573,20160322,202002,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201524407,20150322,202002,기타,미취업,,,,,
2020,201524452,20150322,202002,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201524459,20150322,202002,취업자(건보가입자),취업,현대모비스,경기,대기업,현대모비스,Y
2020,201524475,20150322,202002,취업자(건보가입자),취업,한국자산관리공사,부산,공공기관,한국자산관리공사,Y
2020,201524480,20150322,202002,취업자(건보가입자),취업,한국무역보험공사,서울,공공기관,한국무역보험공사,Y
2020,201524493,20150322,202002,취업자(건보가입자),취업,한국도로공사,경북,공공기관,한국도로공사,Y
2020,201524508,20150322,202002,취업자(건보가입자),취업,라드씨엔에스,서울,중소기업,라드씨엔에스,Y
2020,201524535,20150322,202002,기타,미취업,,,,,
2020,201524546,20150322,202002,취업자(건보가입자),취업,한국전력공사,경북,공공기관,한국전력공사,Y
2020,201524551,20150322,202002,취업자(건보가입자),취업,공무원연금공단,제주,공공기관,공무원연금공단,Y
2020,201524555,20150322,202002,취업자(건보가입자),취업,인천국제공항공사,인천,공공기관,인천국제공항공사,Y
2020,201524556,20150322,202002,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2020,201524581,20150322,202002,취업자(건보가입자),취업,부산은행,부산,대기업,부산은행,Y
2020,201524586,20150322,202002,취업자(건보가입자),취업,DM컴퍼니,부산,중소기업,DM컴퍼니,Y
2020,201524629,20150912,202002,외국인,외국인,,,,,
2020,201524648,20170322,202002,기타,미취업,,,,,
2020,201524649,20170322,202002,기타,미취업,,,,,
2020,201624409,20160322,202002,취업자(건보가입자),취업,,미상,직접입력,기타,Y
2020,201624489,20160322,202002,취업자(건보가입자),취업,(주)하이컨시,서울,중소기업,(주)하이컨시,Y
2020,201624593,20160322,202002,외국인,외국인,,,,,
2020,201624641,20180322,202002,취업자(건보가입자),취업,두산 디지털이노베이션,서울,대기업,두산 디지털이노베이션,Y
2020,201124444,20110322,202002,기타,미취업,,,,,
2020,201324405,20130342,202002,취업자(건보가입자),취업,투진컴퍼니,부산,중소기업,투진컴퍼니,Y
2021,201124432,20110322,202102,진학자(국내대학원),진학,성균관대학교 일반대학원,,대학원,,
2021,201124445,20110322,202008,취업자(건보가입자),취업,회사명미상(중소기업),경남,중소기업,회사명미상(중소기업),Y
2021,201214112,20120322,202102,취업자(건보가입자),취업,바딧,서울,중소기업,바딧,Y
2021,201224452,20120322,202008,취업자(건보가입자),취업,모두싸인,서울,중소기업,모두싸인,Y
2021,201224505,20120322,202102,기타,미취업,,,,,
2021,201324409,20130342,202008,취업자(건보가입자),취업,LG씨엔에스,서울,대기업,LG씨엔에스,Y
2021,201324416,20130342,202102,취업자(건보가입자),취업,주택도시보증공사,부산,공공기관,주택도시보증공사,Y
2021,201324420,20130342,202008,취업자(건보가입자),취업,스마트빅,부산,중소기업,스마트빅,Y
2021,201324425,20130342,202008,취업자(건보가입자),취업,회사명미상(중소기업),미상,중소기업,회사명미상(중소기업),Y
2021,201324428,20130342,202008,취업자(건보가입자),취업,회사명미상(중소기업),서울,중소기업,회사명미상(중소기업),Y
2021,201324446,20130342,202008,기타,미취업,,,,,
2021,201324466,20130342,202008,취업자(건보가입자),취업,부산교통공사,부산,공공기관,부산교통공사,Y
2021,201324474,20130342,202008,기타,미취업,,,,,
2021,201324480,20130342,202008,프리랜서[국세청DB연계],취업,,,,,
2021,201324482,20130342,202102,기타,미취업,,,,,
2021,201324515,20130342,202008,기타,미취업,,,,,
2021,201345814,20130342,202102,기타,미취업,,,,,
2021,201424405,20140332,202102,기타,미취업,,,,,
2021,201424410,20140332,202008,취업자(건보가입자),취업,회사명미상(중소기업),미상,중소기업,회사명미상(중소기업),Y
2021,201424423,20140332,202102,기타,미취업,부산대학교,,학교,부산대학교,Y
2021,201424426,20140332,202008,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2021,201424428,20140332,202102,취업자(건보가입자),취업,토탈소프트뱅크,부산,중소기업,토탈소프트뱅크,Y
2021,201424429,20140332,202102,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2021,201424436,20140332,202102,취업자(건보가입자),취업,벤더스터,부산,중소기업,벤더스터,Y
2021,201424438,20140332,202008,취업자(건보가입자),취업,가우디오랩,서울,중소기업,가우디오랩,Y
2021,201424439,20140332,202102,진학자(국내대학원),진학,부산대학교 일반대학원,,대학원,,
2021,201424442,20140332,202102,취업자(건보가입자),취업,이글루코퍼레이션,서울,중견기업,이글루코퍼레이션,Y
2021,201424451,20140332,202102,기타,미취업,,,,,
2021,201424452,20140332,202102,취업자(건보가입자),취업,삼성전자,경기,대기업,삼성전자,Y
2021,201424455,20140332,202008,취업자(건보가입자),취업,회사명미상(중소기업),미상,중소기업,회사명미상(중소기업),Y
2021,201424457,20140332,202102,취업자(건보가입자),취업,스마트엠투엠,부산,중소기업,스마트엠투엠,Y
2021,201424460,20140332,202102,기타,미취업,,,,,
2021,201424461,20140332,202008,기타,미취업,,,,,
2021,201424464,20140332,202008,취업자(건보가입자),취업,회사명미상(중소기업),미상,중소기업,회사명미상(중소기업),Y
2021,201424465,20140332,202102,취업자(건보가입자),취업,한국조선해양,울산,대기업,한국조선해양,Y
2021,201424466,20140332,202008,프리랜서[국세청DB연계],취업,,,,,
2021,201424468,20140332,202008,취업자(건보가입자),취업,파두,서울,중소기업,파두,Y
2021,201424469,20140332,202102,취업자(건보가입자),취업,대한상공회의소,서울,비영리단체,대한상공회의소,Y
2021,201424475,20140332,202102,취업자(건보가입자),취업,회사명미상(중소기업),미상,중소기업,회사명미상(중소기업),Y
2021,201424483,20140332,202102,기타,미취업,,,,,
2021,201424489,20140332,202008,취업자(건보가입자),취업,카카오,경기,대기업,카카오,Y
2021,201424499,20140332,202008,취업자(건보가입자),취업,KT,서울,대기업,KT,Y
2021,201424501,20140332,202102,진학자(국내대학원),진학,연세대학교 대학원,,대학원,,
2021,201424502,20140332,202008,취업자(건보가입자),취업,회사명미상(중소기업),미상,중소기업,회사명미상(중소기업),Y
2021,201424503,20140332,202102,기타,미취업,,,,,
2021,201424509,20140332,202102,취업자(건보가입자),취업,당근마켓,서울,중소기업,당근마켓,Y
2021,201424513,20140332,202008,취업자(건보가입자),취업,한국예탁결제원,부산,비영리단체,한국예탁결제원,Y
